[CURSOR-ABS] hand=(0.512,0.258) filter=(0.501,0.343) target=(756,648) cursor=(766,688)
[CURSOR-ABS] hand=(0.495,0.232) filter=(0.500,0.323) target=(760,605) cursor=(756,649)
[CURSOR-ABS] hand=(0.472,0.218) filter=(0.495,0.303) target=(778,563) cursor=(760,605)
[CURSOR-ABS] hand=(0.448,0.203) filter=(0.487,0.285) target=(809,523) cursor=(778,563)
[CURSOR-ABS] hand=(0.426,0.195) filter=(0.476,0.268) target=(850,487) cursor=(809,523)
[CURSOR-ABS] hand=(0.405,0.187) filter=(0.464,0.253) target=(898,454) cursor=(850,487)
[CURSOR-ABS] hand=(0.381,0.194) filter=(0.449,0.242) target=(953,431) cursor=(897,454)
[CURSOR-ABS] hand=(0.364,0.196) filter=(0.434,0.233) target=(1013,412) cursor=(953,431)
[CURSOR-ABS] hand=(0.345,0.206) filter=(0.417,0.228) target=(1076,401) cursor=(1012,413)
[CURSOR-ABS] hand=(0.327,0.220) filter=(0.401,0.227) target=(1140,398) cursor=(1075,402)
[CURSOR-ABS] hand=(0.311,0.232) filter=(0.385,0.228) target=(1202,400) cursor=(1140,398)
[CURSOR-ABS] hand=(0.294,0.245) filter=(0.368,0.231) target=(1267,407) cursor=(1202,400)
[CURSOR-ABS] hand=(0.281,0.256) filter=(0.351,0.235) target=(1329,416) cursor=(1266,407)
[CURSOR-ABS] hand=(0.268,0.261) filter=(0.336,0.240) target=(1402,423) cursor=(1329,416)
[CURSOR-ABS] hand=(0.258,0.268) filter=(0.321,0.245) target=(1503,424) cursor=(1402,422)
[CURSOR-ABS] hand=(0.251,0.273) filter=(0.308,0.249) target=(1602,428) cursor=(1502,424)
[CURSOR-ABS] hand=(0.245,0.279) filter=(0.296,0.255) target=(1705,436) cursor=(1601,428)
[CURSOR-ABS] hand=(0.242,0.282) filter=(0.286,0.259) target=(1792,444) cursor=(1704,436)
[CURSOR-ABS] hand=(0.239,0.288) filter=(0.278,0.264) target=(1876,455) cursor=(1792,444)
[CURSOR-ABS] hand=(0.237,0.292) filter=(0.270,0.269) target=(1920,467) cursor=(1876,455)
[CURSOR-ABS] hand=(0.237,0.302) filter=(0.264,0.275) target=(1920,483) cursor=(1920,467)
[CURSOR-ABS] hand=(0.238,0.313) filter=(0.259,0.282) target=(1920,504) cursor=(1920,483)
[CURSOR-ABS] hand=(0.243,0.323) filter=(0.256,0.289) target=(1920,528) cursor=(1920,504)
[CURSOR-ABS] hand=(0.249,0.339) filter=(0.255,0.298) target=(1920,559) cursor=(1920,528)
[CURSOR-ABS] hand=(0.255,0.356) filter=(0.255,0.309) target=(1920,594) cursor=(1920,559)
[CURSOR-ABS] hand=(0.264,0.373) filter=(0.257,0.320) target=(1920,632) cursor=(1920,593)
[CURSOR-ABS] hand=(0.275,0.391) filter=(0.260,0.333) target=(1920,675) cursor=(1920,632)
[CURSOR-ABS] hand=(0.290,0.410) filter=(0.265,0.347) target=(1920,721) cursor=(1920,675)
[CURSOR-ABS] hand=(0.306,0.423) filter=(0.272,0.361) target=(1920,766) cursor=(1920,721)
[CURSOR-ABS] hand=(0.324,0.429) filter=(0.281,0.374) target=(1917,803) cursor=(1920,766)
